src/services/shopService.ts(577,18): error TS1005: ';' expected.
src/services/shopService.ts(762,50): error TS1005: ':' expected.
src/services/shopService.ts(762,63): error TS1003: Identifier expected.
src/services/shopService.ts(762,68): error TS1005: ':' expected.
src/services/shopService.ts(762,86): error TS1003: Identifier expected.
src/services/shopService.ts(762,88): error TS1005: ':' expected.
src/services/shopService.ts(762,104): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(762,109): error TS1005: ':' expected.
src/services/shopService.ts(766,13): error TS1003: Identifier expected.
src/services/shopService.ts(766,19): error TS1005: ':' expected.
src/services/shopService.ts(767,15): error TS1003: Identifier expected.
src/services/shopService.ts(767,40): error TS1005: ':' expected.
src/services/shopService.ts(768,22): error TS1003: Identifier expected.
src/services/shopService.ts(768,130): error TS1005: ':' expected.
src/services/shopService.ts(769,19): error TS1003: Identifier expected.
src/services/shopService.ts(769,29): error TS1005: ':' expected.
src/services/shopService.ts(770,16): error TS1003: Identifier expected.
src/services/shopService.ts(770,28): error TS1005: ':' expected.
src/services/shopService.ts(771,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(771,61): error TS1005: ':' expected.
src/services/shopService.ts(771,62): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(772,17): error TS1003: Identifier expected.
src/services/shopService.ts(772,20): error TS1005: ':' expected.
src/services/shopService.ts(773,23): error TS1003: Identifier expected.
src/services/shopService.ts(773,24): error TS1005: ':' expected.
src/services/shopService.ts(774,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(774,24): error TS1005: ':' expected.
src/services/shopService.ts(776,19): error TS1003: Identifier expected.
src/services/shopService.ts(776,27): error TS1005: ':' expected.
src/services/shopService.ts(776,35): error TS1003: Identifier expected.
src/services/shopService.ts(776,50): error TS1005: ':' expected.
src/services/shopService.ts(776,63): error TS1003: Identifier expected.
src/services/shopService.ts(776,68): error TS1005: ':' expected.
src/services/shopService.ts(776,86): error TS1003: Identifier expected.
src/services/shopService.ts(776,88): error TS1005: ':' expected.
src/services/shopService.ts(776,104): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(776,109): error TS1005: ':' expected.
src/services/shopService.ts(780,13): error TS1003: Identifier expected.
src/services/shopService.ts(780,19): error TS1005: ':' expected.
src/services/shopService.ts(781,15): error TS1003: Identifier expected.
src/services/shopService.ts(781,36): error TS1005: ':' expected.
src/services/shopService.ts(782,22): error TS1003: Identifier expected.
src/services/shopService.ts(782,134): error TS1005: ':' expected.
src/services/shopService.ts(783,19): error TS1003: Identifier expected.
src/services/shopService.ts(783,29): error TS1005: ':' expected.
src/services/shopService.ts(784,16): error TS1003: Identifier expected.
src/services/shopService.ts(784,25): error TS1005: ':' expected.
src/services/shopService.ts(785,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(785,59): error TS1005: ':' expected.
src/services/shopService.ts(785,60): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(786,17): error TS1003: Identifier expected.
src/services/shopService.ts(786,20): error TS1005: ':' expected.
src/services/shopService.ts(787,23): error TS1003: Identifier expected.
src/services/shopService.ts(787,25): error TS1005: ':' expected.
src/services/shopService.ts(788,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(788,24): error TS1005: ':' expected.
src/services/shopService.ts(790,19): error TS1003: Identifier expected.
src/services/shopService.ts(790,27): error TS1005: ':' expected.
src/services/shopService.ts(790,35): error TS1003: Identifier expected.
src/services/shopService.ts(790,49): error TS1005: ':' expected.
src/services/shopService.ts(790,62): error TS1003: Identifier expected.
src/services/shopService.ts(790,67): error TS1005: ':' expected.
src/services/shopService.ts(790,85): error TS1003: Identifier expected.
src/services/shopService.ts(790,87): error TS1005: ':' expected.
src/services/shopService.ts(790,103): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(790,108): error TS1005: ':' expected.
src/services/shopService.ts(794,13): error TS1003: Identifier expected.
src/services/shopService.ts(794,19): error TS1005: ':' expected.
src/services/shopService.ts(795,15): error TS1003: Identifier expected.
src/services/shopService.ts(795,38): error TS1005: ':' expected.
src/services/shopService.ts(796,22): error TS1003: Identifier expected.
src/services/shopService.ts(796,121): error TS1005: ':' expected.
src/services/shopService.ts(797,19): error TS1003: Identifier expected.
src/services/shopService.ts(797,29): error TS1005: ':' expected.
src/services/shopService.ts(798,16): error TS1003: Identifier expected.
src/services/shopService.ts(798,36): error TS1005: ':' expected.
src/services/shopService.ts(799,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(799,57): error TS1005: ':' expected.
src/services/shopService.ts(799,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(800,17): error TS1003: Identifier expected.
src/services/shopService.ts(800,20): error TS1005: ':' expected.
src/services/shopService.ts(801,23): error TS1003: Identifier expected.
src/services/shopService.ts(801,25): error TS1005: ':' expected.
src/services/shopService.ts(802,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(802,24): error TS1005: ':' expected.
src/services/shopService.ts(804,19): error TS1003: Identifier expected.
src/services/shopService.ts(804,27): error TS1005: ':' expected.
src/services/shopService.ts(804,35): error TS1003: Identifier expected.
src/services/shopService.ts(804,50): error TS1005: ':' expected.
src/services/shopService.ts(804,63): error TS1003: Identifier expected.
src/services/shopService.ts(804,68): error TS1005: ':' expected.
src/services/shopService.ts(804,86): error TS1003: Identifier expected.
src/services/shopService.ts(804,88): error TS1005: ':' expected.
src/services/shopService.ts(804,104): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(804,109): error TS1005: ':' expected.
src/services/shopService.ts(809,13): error TS1003: Identifier expected.
src/services/shopService.ts(809,22): error TS1005: ':' expected.
src/services/shopService.ts(810,15): error TS1003: Identifier expected.
src/services/shopService.ts(810,37): error TS1005: ':' expected.
src/services/shopService.ts(811,22): error TS1003: Identifier expected.
src/services/shopService.ts(811,134): error TS1005: ':' expected.
src/services/shopService.ts(812,19): error TS1003: Identifier expected.
src/services/shopService.ts(812,26): error TS1005: ':' expected.
src/services/shopService.ts(813,16): error TS1003: Identifier expected.
src/services/shopService.ts(813,30): error TS1005: ':' expected.
src/services/shopService.ts(814,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(814,57): error TS1005: ':' expected.
src/services/shopService.ts(814,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(815,17): error TS1003: Identifier expected.
src/services/shopService.ts(815,20): error TS1005: ':' expected.
src/services/shopService.ts(816,23): error TS1003: Identifier expected.
src/services/shopService.ts(816,25): error TS1005: ':' expected.
src/services/shopService.ts(817,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(817,24): error TS1005: ':' expected.
src/services/shopService.ts(819,19): error TS1003: Identifier expected.
src/services/shopService.ts(819,24): error TS1005: ':' expected.
src/services/shopService.ts(819,32): error TS1003: Identifier expected.
src/services/shopService.ts(819,35): error TS1005: ':' expected.
src/services/shopService.ts(819,48): error TS1003: Identifier expected.
src/services/shopService.ts(819,52): error TS1005: ':' expected.
src/services/shopService.ts(819,70): error TS1003: Identifier expected.
src/services/shopService.ts(819,72): error TS1005: ':' expected.
src/services/shopService.ts(819,88): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(819,93): error TS1005: ':' expected.
src/services/shopService.ts(820,19): error TS1003: Identifier expected.
src/services/shopService.ts(820,24): error TS1005: ':' expected.
src/services/shopService.ts(820,32): error TS1003: Identifier expected.
src/services/shopService.ts(820,35): error TS1005: ':' expected.
src/services/shopService.ts(820,48): error TS1003: Identifier expected.
src/services/shopService.ts(820,52): error TS1005: ':' expected.
src/services/shopService.ts(820,70): error TS1003: Identifier expected.
src/services/shopService.ts(820,72): error TS1005: ':' expected.
src/services/shopService.ts(820,88): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(820,93): error TS1005: ':' expected.
src/services/shopService.ts(821,19): error TS1003: Identifier expected.
src/services/shopService.ts(821,24): error TS1005: ':' expected.
src/services/shopService.ts(821,32): error TS1003: Identifier expected.
src/services/shopService.ts(821,35): error TS1005: ':' expected.
src/services/shopService.ts(821,48): error TS1003: Identifier expected.
src/services/shopService.ts(821,52): error TS1005: ':' expected.
src/services/shopService.ts(821,70): error TS1003: Identifier expected.
src/services/shopService.ts(821,72): error TS1005: ':' expected.
src/services/shopService.ts(821,88): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(821,93): error TS1005: ':' expected.
src/services/shopService.ts(822,19): error TS1003: Identifier expected.
src/services/shopService.ts(822,24): error TS1005: ':' expected.
src/services/shopService.ts(822,32): error TS1003: Identifier expected.
src/services/shopService.ts(822,36): error TS1005: ':' expected.
src/services/shopService.ts(822,49): error TS1003: Identifier expected.
src/services/shopService.ts(822,53): error TS1005: ':' expected.
src/services/shopService.ts(822,71): error TS1003: Identifier expected.
src/services/shopService.ts(822,73): error TS1005: ':' expected.
src/services/shopService.ts(822,89): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(822,94): error TS1005: ':' expected.
src/services/shopService.ts(826,13): error TS1003: Identifier expected.
src/services/shopService.ts(826,22): error TS1005: ':' expected.
src/services/shopService.ts(827,15): error TS1003: Identifier expected.
src/services/shopService.ts(827,34): error TS1005: ':' expected.
src/services/shopService.ts(828,22): error TS1003: Identifier expected.
src/services/shopService.ts(828,110): error TS1005: ':' expected.
src/services/shopService.ts(829,19): error TS1003: Identifier expected.
src/services/shopService.ts(829,26): error TS1005: ':' expected.
src/services/shopService.ts(830,16): error TS1003: Identifier expected.
src/services/shopService.ts(830,26): error TS1005: ':' expected.
src/services/shopService.ts(831,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(831,56): error TS1005: ':' expected.
src/services/shopService.ts(831,57): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(832,17): error TS1003: Identifier expected.
src/services/shopService.ts(832,20): error TS1005: ':' expected.
src/services/shopService.ts(833,23): error TS1003: Identifier expected.
src/services/shopService.ts(833,25): error TS1005: ':' expected.
src/services/shopService.ts(834,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(834,24): error TS1005: ':' expected.
src/services/shopService.ts(836,19): error TS1003: Identifier expected.
src/services/shopService.ts(836,24): error TS1005: ':' expected.
src/services/shopService.ts(836,32): error TS1003: Identifier expected.
src/services/shopService.ts(836,35): error TS1005: ':' expected.
src/services/shopService.ts(836,48): error TS1003: Identifier expected.
src/services/shopService.ts(836,52): error TS1005: ':' expected.
src/services/shopService.ts(836,70): error TS1003: Identifier expected.
src/services/shopService.ts(836,72): error TS1005: ':' expected.
src/services/shopService.ts(836,88): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(836,93): error TS1005: ':' expected.
src/services/shopService.ts(837,19): error TS1003: Identifier expected.
src/services/shopService.ts(837,24): error TS1005: ':' expected.
src/services/shopService.ts(837,32): error TS1003: Identifier expected.
src/services/shopService.ts(837,35): error TS1005: ':' expected.
src/services/shopService.ts(837,48): error TS1003: Identifier expected.
src/services/shopService.ts(837,52): error TS1005: ':' expected.
src/services/shopService.ts(837,70): error TS1003: Identifier expected.
src/services/shopService.ts(837,72): error TS1005: ':' expected.
src/services/shopService.ts(837,88): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(837,93): error TS1005: ':' expected.
src/services/shopService.ts(838,19): error TS1003: Identifier expected.
src/services/shopService.ts(838,27): error TS1005: ':' expected.
src/services/shopService.ts(838,35): error TS1003: Identifier expected.
src/services/shopService.ts(838,39): error TS1005: ':' expected.
src/services/shopService.ts(838,52): error TS1003: Identifier expected.
src/services/shopService.ts(838,56): error TS1005: ':' expected.
src/services/shopService.ts(838,74): error TS1003: Identifier expected.
src/services/shopService.ts(838,76): error TS1005: ':' expected.
src/services/shopService.ts(838,92): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(838,97): error TS1005: ':' expected.
src/services/shopService.ts(842,13): error TS1003: Identifier expected.
src/services/shopService.ts(842,22): error TS1005: ':' expected.
src/services/shopService.ts(843,15): error TS1003: Identifier expected.
src/services/shopService.ts(843,39): error TS1005: ':' expected.
src/services/shopService.ts(844,22): error TS1003: Identifier expected.
src/services/shopService.ts(844,115): error TS1005: ':' expected.
src/services/shopService.ts(845,19): error TS1003: Identifier expected.
src/services/shopService.ts(845,26): error TS1005: ':' expected.
src/services/shopService.ts(846,16): error TS1003: Identifier expected.
src/services/shopService.ts(846,29): error TS1005: ':' expected.
src/services/shopService.ts(847,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(847,53): error TS1005: ':' expected.
src/services/shopService.ts(847,54): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(848,17): error TS1003: Identifier expected.
src/services/shopService.ts(848,20): error TS1005: ':' expected.
src/services/shopService.ts(849,23): error TS1003: Identifier expected.
src/services/shopService.ts(849,25): error TS1005: ':' expected.
src/services/shopService.ts(850,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(850,24): error TS1005: ':' expected.
src/services/shopService.ts(852,19): error TS1003: Identifier expected.
src/services/shopService.ts(852,25): error TS1005: ':' expected.
src/services/shopService.ts(852,33): error TS1003: Identifier expected.
src/services/shopService.ts(852,43): error TS1005: ':' expected.
src/services/shopService.ts(852,56): error TS1003: Identifier expected.
src/services/shopService.ts(852,60): error TS1005: ':' expected.
src/services/shopService.ts(852,78): error TS1003: Identifier expected.
src/services/shopService.ts(852,80): error TS1005: ':' expected.
src/services/shopService.ts(852,96): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(852,101): error TS1005: ':' expected.
src/services/shopService.ts(856,13): error TS1003: Identifier expected.
src/services/shopService.ts(856,22): error TS1005: ':' expected.
src/services/shopService.ts(857,15): error TS1003: Identifier expected.
src/services/shopService.ts(857,32): error TS1005: ':' expected.
src/services/shopService.ts(858,22): error TS1003: Identifier expected.
src/services/shopService.ts(858,114): error TS1005: ':' expected.
src/services/shopService.ts(859,19): error TS1003: Identifier expected.
src/services/shopService.ts(859,26): error TS1005: ':' expected.
src/services/shopService.ts(860,16): error TS1003: Identifier expected.
src/services/shopService.ts(860,29): error TS1005: ':' expected.
src/services/shopService.ts(861,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(861,58): error TS1005: ':' expected.
src/services/shopService.ts(861,59): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(862,17): error TS1003: Identifier expected.
src/services/shopService.ts(862,20): error TS1005: ':' expected.
src/services/shopService.ts(863,23): error TS1003: Identifier expected.
src/services/shopService.ts(863,25): error TS1005: ':' expected.
src/services/shopService.ts(864,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(864,24): error TS1005: ':' expected.
src/services/shopService.ts(866,19): error TS1003: Identifier expected.
src/services/shopService.ts(866,25): error TS1005: ':' expected.
src/services/shopService.ts(866,33): error TS1003: Identifier expected.
src/services/shopService.ts(866,43): error TS1005: ':' expected.
src/services/shopService.ts(866,56): error TS1003: Identifier expected.
src/services/shopService.ts(866,60): error TS1005: ':' expected.
src/services/shopService.ts(866,78): error TS1003: Identifier expected.
src/services/shopService.ts(866,81): error TS1005: ':' expected.
src/services/shopService.ts(866,97): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(866,102): error TS1005: ':' expected.
src/services/shopService.ts(870,13): error TS1003: Identifier expected.
src/services/shopService.ts(870,22): error TS1005: ':' expected.
src/services/shopService.ts(871,15): error TS1003: Identifier expected.
src/services/shopService.ts(871,37): error TS1005: ':' expected.
src/services/shopService.ts(872,22): error TS1003: Identifier expected.
src/services/shopService.ts(872,124): error TS1005: ':' expected.
src/services/shopService.ts(873,19): error TS1003: Identifier expected.
src/services/shopService.ts(873,26): error TS1005: ':' expected.
src/services/shopService.ts(874,16): error TS1003: Identifier expected.
src/services/shopService.ts(874,30): error TS1005: ':' expected.
src/services/shopService.ts(875,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(875,57): error TS1005: ':' expected.
src/services/shopService.ts(875,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(876,17): error TS1003: Identifier expected.
src/services/shopService.ts(876,20): error TS1005: ':' expected.
src/services/shopService.ts(877,23): error TS1003: Identifier expected.
src/services/shopService.ts(877,25): error TS1005: ':' expected.
src/services/shopService.ts(878,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(878,24): error TS1005: ':' expected.
src/services/shopService.ts(880,19): error TS1003: Identifier expected.
src/services/shopService.ts(880,27): error TS1005: ':' expected.
src/services/shopService.ts(880,35): error TS1003: Identifier expected.
src/services/shopService.ts(880,38): error TS1005: ':' expected.
src/services/shopService.ts(880,51): error TS1003: Identifier expected.
src/services/shopService.ts(880,55): error TS1005: ':' expected.
src/services/shopService.ts(880,73): error TS1003: Identifier expected.
src/services/shopService.ts(880,75): error TS1005: ':' expected.
src/services/shopService.ts(880,91): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(880,96): error TS1005: ':' expected.
src/services/shopService.ts(881,19): error TS1003: Identifier expected.
src/services/shopService.ts(881,27): error TS1005: ':' expected.
src/services/shopService.ts(881,35): error TS1003: Identifier expected.
src/services/shopService.ts(881,38): error TS1005: ':' expected.
src/services/shopService.ts(881,51): error TS1003: Identifier expected.
src/services/shopService.ts(881,55): error TS1005: ':' expected.
src/services/shopService.ts(881,73): error TS1003: Identifier expected.
src/services/shopService.ts(881,75): error TS1005: ':' expected.
src/services/shopService.ts(881,91): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(881,96): error TS1005: ':' expected.
src/services/shopService.ts(882,19): error TS1003: Identifier expected.
src/services/shopService.ts(882,27): error TS1005: ':' expected.
src/services/shopService.ts(882,35): error TS1003: Identifier expected.
src/services/shopService.ts(882,39): error TS1005: ':' expected.
src/services/shopService.ts(882,52): error TS1003: Identifier expected.
src/services/shopService.ts(882,56): error TS1005: ':' expected.
src/services/shopService.ts(882,74): error TS1003: Identifier expected.
src/services/shopService.ts(882,76): error TS1005: ':' expected.
src/services/shopService.ts(882,92): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(882,97): error TS1005: ':' expected.
src/services/shopService.ts(886,13): error TS1003: Identifier expected.
src/services/shopService.ts(886,22): error TS1005: ':' expected.
src/services/shopService.ts(887,15): error TS1003: Identifier expected.
src/services/shopService.ts(887,36): error TS1005: ':' expected.
src/services/shopService.ts(888,22): error TS1003: Identifier expected.
src/services/shopService.ts(888,119): error TS1005: ':' expected.
src/services/shopService.ts(889,19): error TS1003: Identifier expected.
src/services/shopService.ts(889,26): error TS1005: ':' expected.
src/services/shopService.ts(890,16): error TS1003: Identifier expected.
src/services/shopService.ts(890,29): error TS1005: ':' expected.
src/services/shopService.ts(891,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(891,56): error TS1005: ':' expected.
src/services/shopService.ts(891,57): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(892,17): error TS1003: Identifier expected.
src/services/shopService.ts(892,20): error TS1005: ':' expected.
src/services/shopService.ts(893,23): error TS1003: Identifier expected.
src/services/shopService.ts(893,25): error TS1005: ':' expected.
src/services/shopService.ts(894,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(894,24): error TS1005: ':' expected.
src/services/shopService.ts(896,19): error TS1003: Identifier expected.
src/services/shopService.ts(896,25): error TS1005: ':' expected.
src/services/shopService.ts(896,33): error TS1003: Identifier expected.
src/services/shopService.ts(896,43): error TS1005: ':' expected.
src/services/shopService.ts(896,56): error TS1003: Identifier expected.
src/services/shopService.ts(896,60): error TS1005: ':' expected.
src/services/shopService.ts(896,78): error TS1003: Identifier expected.
src/services/shopService.ts(896,80): error TS1005: ':' expected.
src/services/shopService.ts(896,96): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(896,101): error TS1005: ':' expected.
src/services/shopService.ts(900,13): error TS1003: Identifier expected.
src/services/shopService.ts(900,22): error TS1005: ':' expected.
src/services/shopService.ts(901,15): error TS1003: Identifier expected.
src/services/shopService.ts(901,38): error TS1005: ':' expected.
src/services/shopService.ts(902,22): error TS1003: Identifier expected.
src/services/shopService.ts(902,120): error TS1005: ':' expected.
src/services/shopService.ts(903,19): error TS1003: Identifier expected.
src/services/shopService.ts(903,26): error TS1005: ':' expected.
src/services/shopService.ts(904,16): error TS1003: Identifier expected.
src/services/shopService.ts(904,22): error TS1005: ':' expected.
src/services/shopService.ts(905,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(905,57): error TS1005: ':' expected.
src/services/shopService.ts(905,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(906,17): error TS1003: Identifier expected.
src/services/shopService.ts(906,20): error TS1005: ':' expected.
src/services/shopService.ts(907,23): error TS1003: Identifier expected.
src/services/shopService.ts(907,25): error TS1005: ':' expected.
src/services/shopService.ts(908,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(908,24): error TS1005: ':' expected.
src/services/shopService.ts(910,19): error TS1003: Identifier expected.
src/services/shopService.ts(910,27): error TS1005: ':' expected.
src/services/shopService.ts(910,35): error TS1003: Identifier expected.
src/services/shopService.ts(910,44): error TS1005: ':' expected.
src/services/shopService.ts(910,57): error TS1003: Identifier expected.
src/services/shopService.ts(910,61): error TS1005: ':' expected.
src/services/shopService.ts(910,79): error TS1003: Identifier expected.
src/services/shopService.ts(910,81): error TS1005: ':' expected.
src/services/shopService.ts(910,97): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(910,102): error TS1005: ':' expected.
src/services/shopService.ts(911,19): error TS1003: Identifier expected.
src/services/shopService.ts(911,27): error TS1005: ':' expected.
src/services/shopService.ts(911,35): error TS1003: Identifier expected.
src/services/shopService.ts(911,44): error TS1005: ':' expected.
src/services/shopService.ts(911,57): error TS1003: Identifier expected.
src/services/shopService.ts(911,61): error TS1005: ':' expected.
src/services/shopService.ts(911,79): error TS1003: Identifier expected.
src/services/shopService.ts(911,81): error TS1005: ':' expected.
src/services/shopService.ts(911,97): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(911,102): error TS1005: ':' expected.
src/services/shopService.ts(912,19): error TS1003: Identifier expected.
src/services/shopService.ts(912,27): error TS1005: ':' expected.
src/services/shopService.ts(912,35): error TS1003: Identifier expected.
src/services/shopService.ts(912,46): error TS1005: ':' expected.
src/services/shopService.ts(912,59): error TS1003: Identifier expected.
src/services/shopService.ts(912,63): error TS1005: ':' expected.
src/services/shopService.ts(912,81): error TS1003: Identifier expected.
src/services/shopService.ts(912,83): error TS1005: ':' expected.
src/services/shopService.ts(912,99): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(912,104): error TS1005: ':' expected.
src/services/shopService.ts(916,13): error TS1003: Identifier expected.
src/services/shopService.ts(916,22): error TS1005: ':' expected.
src/services/shopService.ts(917,15): error TS1003: Identifier expected.
src/services/shopService.ts(917,39): error TS1005: ':' expected.
src/services/shopService.ts(918,22): error TS1003: Identifier expected.
src/services/shopService.ts(918,108): error TS1005: ':' expected.
src/services/shopService.ts(919,19): error TS1003: Identifier expected.
src/services/shopService.ts(919,26): error TS1005: ':' expected.
src/services/shopService.ts(920,16): error TS1003: Identifier expected.
src/services/shopService.ts(920,25): error TS1005: ':' expected.
src/services/shopService.ts(921,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(921,56): error TS1005: ':' expected.
src/services/shopService.ts(921,57): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(922,17): error TS1003: Identifier expected.
src/services/shopService.ts(922,20): error TS1005: ':' expected.
src/services/shopService.ts(923,23): error TS1003: Identifier expected.
src/services/shopService.ts(923,25): error TS1005: ':' expected.
src/services/shopService.ts(924,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(924,24): error TS1005: ':' expected.
src/services/shopService.ts(926,19): error TS1003: Identifier expected.
src/services/shopService.ts(926,27): error TS1005: ':' expected.
src/services/shopService.ts(926,35): error TS1003: Identifier expected.
src/services/shopService.ts(926,38): error TS1005: ':' expected.
src/services/shopService.ts(926,51): error TS1003: Identifier expected.
src/services/shopService.ts(926,55): error TS1005: ':' expected.
src/services/shopService.ts(926,73): error TS1003: Identifier expected.
src/services/shopService.ts(926,75): error TS1005: ':' expected.
src/services/shopService.ts(926,91): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(926,96): error TS1005: ':' expected.
src/services/shopService.ts(927,19): error TS1003: Identifier expected.
src/services/shopService.ts(927,27): error TS1005: ':' expected.
src/services/shopService.ts(927,35): error TS1003: Identifier expected.
src/services/shopService.ts(927,38): error TS1005: ':' expected.
src/services/shopService.ts(927,51): error TS1003: Identifier expected.
src/services/shopService.ts(927,55): error TS1005: ':' expected.
src/services/shopService.ts(927,73): error TS1003: Identifier expected.
src/services/shopService.ts(927,75): error TS1005: ':' expected.
src/services/shopService.ts(927,91): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(927,96): error TS1005: ':' expected.
src/services/shopService.ts(932,13): error TS1003: Identifier expected.
src/services/shopService.ts(932,20): error TS1005: ':' expected.
src/services/shopService.ts(933,15): error TS1003: Identifier expected.
src/services/shopService.ts(933,41): error TS1005: ':' expected.
src/services/shopService.ts(934,22): error TS1003: Identifier expected.
src/services/shopService.ts(934,137): error TS1005: ':' expected.
src/services/shopService.ts(935,19): error TS1003: Identifier expected.
src/services/shopService.ts(935,30): error TS1005: ':' expected.
src/services/shopService.ts(936,16): error TS1003: Identifier expected.
src/services/shopService.ts(936,25): error TS1005: ':' expected.
src/services/shopService.ts(937,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(937,57): error TS1005: ':' expected.
src/services/shopService.ts(937,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(938,17): error TS1003: Identifier expected.
src/services/shopService.ts(938,20): error TS1005: ':' expected.
src/services/shopService.ts(939,23): error TS1003: Identifier expected.
src/services/shopService.ts(939,26): error TS1005: ':' expected.
src/services/shopService.ts(940,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(940,24): error TS1005: ':' expected.
src/services/shopService.ts(942,19): error TS1003: Identifier expected.
src/services/shopService.ts(942,24): error TS1005: ':' expected.
src/services/shopService.ts(942,32): error TS1003: Identifier expected.
src/services/shopService.ts(942,46): error TS1005: ':' expected.
src/services/shopService.ts(942,59): error TS1003: Identifier expected.
src/services/shopService.ts(942,63): error TS1005: ':' expected.
src/services/shopService.ts(942,81): error TS1003: Identifier expected.
src/services/shopService.ts(942,85): error TS1005: ':' expected.
src/services/shopService.ts(942,101): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(942,106): error TS1005: ':' expected.
src/services/shopService.ts(946,13): error TS1003: Identifier expected.
src/services/shopService.ts(946,20): error TS1005: ':' expected.
src/services/shopService.ts(947,15): error TS1003: Identifier expected.
src/services/shopService.ts(947,47): error TS1005: ':' expected.
src/services/shopService.ts(948,22): error TS1003: Identifier expected.
src/services/shopService.ts(948,145): error TS1005: ':' expected.
src/services/shopService.ts(949,19): error TS1003: Identifier expected.
src/services/shopService.ts(949,30): error TS1005: ':' expected.
